1;arms_factory;2941.00;10.50;1723.00;6.11;0
1;arms_factory;1654.00;15.75;185.00;0.30;0
1;arms_factory;3122.00;10.43;2806.00;5.32;0
1;arms_factory;2738.00;10.35;886.00;4.96;0
1;arms_factory;1207.00;11.62;552.00;1.12;0
1;industrial_complex;1920.00;11.90;2747.00;2.88;0
1;industrial_complex;1543.00;17.40;642.00;0.65;0
1;industrial_complex;3322.00;9.80;201.00;0.37;0
1;industrial_complex;2029.00;11.25;329.00;0.18;0
1;air_base;3636.00;12.28;2498.00;2.51;0
1;supply_node;3462.00;11.45;2119.00;3.01;0
1;supply_node;3174.00;10.60;2528.00;0.72;0
1;supply_node;3641.00;12.25;2490.00;5.70;0
1;supply_node;1636.00;11.50;2738.00;0.48;0
1;supply_node;3193.00;10.25;1090.00;4.50;0
1;supply_node;973.00;12.10;2733.00;5.53;0
1;supply_node;4138.00;10.80;152.00;3.30;0
1;supply_node;1495.00;17.43;557.00;2.90;0
1;supply_node;3312.00;9.90;207.00;2.69;0
1;supply_node;1986.00;12.12;2332.00;5.15;0
1;supply_node;2485.00;11.00;1588.00;2.95;0
1;supply_node;1787.00;12.55;2145.00;5.55;0
1;supply_node;2165.00;10.28;139.00;3.93;0
1;supply_node;1523.00;12.23;2632.00;5.63;0
1;supply_node;2676.00;10.05;960.00;1.13;0
1;supply_node;2677.00;10.20;2513.00;4.17;0
1;supply_node;1928.00;11.60;2730.00;2.57;0
1;supply_node;2623.00;10.68;2420.00;2.76;0
1;supply_node;2497.00;11.30;2037.00;2.10;0
1;supply_node;1931.00;17.62;302.00;4.65;0
1;supply_node;1635.00;13.10;2134.00;1.38;0
1;supply_node;2352.00;10.73;2456.00;4.56;0
1;supply_node;1977.00;11.20;2500.00;4.68;0
1;supply_node;1907.00;11.90;2163.00;1.73;0
1;supply_node;4094.00;9.88;138.00;5.00;0
1;supply_node;2361.00;10.20;2740.00;0.41;0
1;supply_node;2946.00;11.00;1469.00;5.72;0
1;supply_node;1538.00;19.23;655.00;3.25;0
1;supply_node;2865.00;10.48;950.00;3.99;0
1;supply_node;3115.00;10.55;2790.00;0.04;0
1;supply_node;2578.00;10.05;1099.00;2.24;0
1;supply_node;2739.00;10.43;883.00;4.67;0
1;supply_node;2685.00;10.90;1625.00;5.95;0
1;supply_node;932.00;16.15;2725.00;5.58;0
1;supply_node;2388.00;11.10;1784.00;4.61;0
1;supply_node;1953.00;16.88;76.00;4.30;0
1;supply_node;2144.00;11.15;2784.00;5.86;0
1;supply_node;1437.00;14.68;2311.00;6.03;0
1;supply_node;3297.00;9.90;1098.00;5.62;0
1;supply_node;2697.00;10.93;1806.00;1.45;0
1;supply_node;3347.00;9.80;449.00;6.08;0
1;supply_node;1483.00;12.62;2581.00;4.72;0
1;supply_node;1654.00;14.30;183.00;0.70;0
1;supply_node;3810.00;10.05;2239.00;3.61;0
1;supply_node;1303.00;10.28;651.00;0.76;0
1;supply_node;3766.00;11.95;2498.00;4.86;0
1;supply_node;2377.00;11.20;1638.00;4.22;0
1;supply_node;1836.00;14.25;696.00;3.24;0
1;supply_node;3005.00;9.90;746.00;0.65;0
1;supply_node;3343.00;10.25;1245.00;1.38;0
1;supply_node;1761.00;11.73;2738.00;5.25;0
1;supply_node;1940.00;11.70;501.00;4.79;0
1;supply_node;2863.00;10.68;1634.00;0.99;0
1;supply_node;4060.00;11.15;2706.00;1.34;0
1;supply_node;2026.00;10.62;495.00;2.16;0
1;supply_node;2573.00;11.00;1625.00;5.81;0
1;supply_node;2143.00;10.80;2339.00;1.57;0
1;supply_node;1963.00;11.40;2579.00;4.25;0
1;supply_node;2541.00;10.82;2403.00;0.23;0
1;supply_node;1779.00;11.48;2706.00;1.11;0
1;supply_node;2635.00;10.00;2595.00;3.30;0
1;supply_node;3380.00;11.28;2785.00;4.33;0
1;supply_node;2881.00;10.30;2230.00;4.52;0
1;supply_node;2623.00;10.65;1297.00;6.18;0
1;supply_node;3247.00;11.68;1559.00;0.98;0
1;supply_node;1216.00;11.20;539.00;0.27;0
1;supply_node;3535.00;11.93;2701.00;5.28;0
1;supply_node;3410.00;11.75;1827.00;2.38;0
1;supply_node;2822.00;9.95;865.00;0.68;0
1;supply_node;1648.00;14.15;2169.00;0.83;0
1;supply_node;2921.00;10.00;2318.00;2.98;0
1;supply_node;3448.00;11.95;2334.00;2.44;0
1;supply_node;3290.00;11.35;2450.00;6.06;0
1;supply_node;1075.00;12.35;783.00;4.73;0
1;supply_node;2139.00;11.65;1687.00;5.03;0
1;supply_node;3429.00;12.43;2470.00;5.98;0
1;supply_node;2069.00;11.00;2562.00;5.05;0
1;supply_node;1436.00;10.62;534.00;6.20;0
1;supply_node;2849.00;10.20;979.00;2.13;0
1;supply_node;2859.00;11.40;1760.00;2.19;0
1;supply_node;1644.00;12.50;2775.00;4.41;0
1;supply_node;1628.00;15.45;568.00;3.88;0
1;supply_node;932.00;13.18;2796.00;5.50;0
1;supply_node;3679.00;11.57;2246.00;2.81;0
1;supply_node;1495.00;12.55;2505.00;5.93;0
1;supply_node;2140.00;10.20;365.00;4.05;0
1;supply_node;1625.00;18.38;382.00;5.44;0
1;supply_node;1933.00;11.40;2430.00;2.68;0
1;supply_node;2217.00;11.43;1830.00;1.80;0
1;supply_node;1825.00;11.70;2426.00;1.38;0
1;supply_node;2018.00;11.55;333.00;0.23;0
1;supply_node;2942.00;10.50;1722.00;3.14;0
1;supply_node;3231.00;10.85;2249.00;5.35;0
1;supply_node;2308.00;11.10;2018.00;0.91;0
1;supply_node;2436.00;11.23;2167.00;5.30;0
1;supply_node;3727.00;11.43;2451.00;2.16;0
1;supply_node;3189.00;10.20;1021.00;2.47;0
1;supply_node;2695.00;10.05;976.00;3.33;0
1;supply_node;2271.00;10.73;2417.00;2.68;0
1;supply_node;2947.00;10.20;2211.00;2.80;0
1;supply_node;2659.00;10.20;2546.00;1.06;0
1;supply_node;2399.00;11.25;2187.00;1.56;0
1;supply_node;3908.00;10.45;2509.00;1.04;0
1;supply_node;1189.00;15.50;2723.00;2.56;0
1;supply_node;2873.00;10.90;1089.00;3.58;0
1;supply_node;2343.00;11.40;1688.00;1.36;0
1;supply_node;1581.00;12.40;2448.00;1.97;0
1;supply_node;3691.00;10.53;2273.00;1.58;0
1;supply_node;3452.00;10.28;2221.00;2.45;0
1;supply_node;1552.00;14.98;799.00;5.57;0
1;supply_node;2468.00;10.70;1515.00;5.45;0
1;supply_node;3781.00;11.80;2592.00;5.35;0
1;supply_node;2734.00;10.30;865.00;1.21;0
1;supply_node;2750.00;10.23;1064.00;4.57;0
1;supply_node;909.00;12.18;2337.00;5.10;0
1;supply_node;1714.00;12.40;2295.00;3.34;0
1;supply_node;3161.00;10.60;1842.00;0.35;0
1;supply_node;3390.00;10.23;1537.00;2.78;0
1;supply_node;1674.00;14.88;533.00;2.66;0
1;supply_node;3458.00;11.90;2696.00;0.19;0
1;supply_node;2248.00;10.80;2726.00;2.79;0
1;supply_node;2748.00;10.20;2464.00;1.85;0
1;supply_node;2994.00;10.95;1506.00;4.88;0
1;supply_node;1235.00;14.73;2230.00;1.77;0
1;supply_node;3008.00;10.95;1124.00;3.29;0
1;supply_node;3240.00;11.38;1893.00;6.16;0
1;supply_node;3852.00;11.55;2645.00;2.59;0
1;supply_node;2141.00;10.85;2666.00;2.16;0
1;supply_node;3507.00;10.30;188.00;0.13;0
1;supply_node;2525.00;11.18;1802.00;4.55;0
1;supply_node;3766.00;11.48;2193.00;2.25;0
1;supply_node;1511.00;13.00;2399.00;4.27;0
1;supply_node;2614.00;10.15;2555.00;5.87;0
1;supply_node;1858.00;16.40;254.00;3.29;0
1;supply_node;2829.00;10.38;2189.00;0.93;0
1;supply_node;3618.00;11.10;2418.00;5.52;0
1;supply_node;1780.00;15.88;306.00;3.17;0
